movie,recommendation
The Emperor's Club,"['The Paper Chase', 'New York', 'Loser', 'The Shape of Things', 'The Hidden Blade']"
Friday After Next,"['Next Friday', 'I Really Hate My Job', 'Johns', 'Love Hina Christmas Special: Silent Eve', 'Friday']"
Personal Velocity,"['Carnal Knowledge', 'Beyond the Gates of Splendor', 'Hurlyburly', 'Sidewalks of New York', 'The Music of Chance']"
The Quiet American,False
Smokers Only,"[""L'eclisse"", 'Love Stories', 'New York, New York', 'Somewhere in Time', 'Harold and Maude']"
Talk to Her,"['The Secret Life of Words', 'Sex and Lucia', 'Bad Education', 'Broken Embraces', 'LOL']"
Eight Crazy Nights,"['Big Daddy', 'Sunday in New York', 'The Shape of Things', 'Immigrants (L.A. Dolce Vita)', 'The Comedians of Comedy']"
Extreme Ops,"['Wake of Death', 'The Art of War', 'Limbo', 'French Connection II', 'The Marine']"
Solaris,False
Treasure Planet,"['Treasure Island', 'The Iron Giant', 'Aladdin', 'All Dogs Go to Heaven 2', 'WALL·E']"
They,"['Popcorn', 'The Dunwich Horror', 'Link', 'Martyrs', 'Vinyan']"
Chopper Chicks in Zombietown,"['Worth Winning', 'Behind the Mask: The Rise of Leslie Vernon', 'Slither', 'The Sleepover', 'Dead Fury']"
What to Do in Case of Fire?,"['Berlin is in Germany', 'The Specials', 'Downfall', 'Berlin: Symphony of a Great City', 'Night Crossing']"
I Love You Too,"['Ten Canoes', 'Possible Loves', 'Dedication', 'Rent', 'Surviving Picasso']"
Another You,"['Eddie Murphy: Delirious', 'Critical Condition', 'True Believer', ""She's So Lovely"", 'Angel on My Shoulder']"
Brother,False
A Cruel Romance,"['Dark Eyes', 'The Luzhin Defence', 'Fire', 'Imitation of Life', 'The Rose Tattoo']"
Elling,"['Commandments', 'Postcards from the Edge', 'The Parent Trap', 'Used People', 'Full of It']"
I Spit on Your Grave,"['Gun The Man Down', 'The Final', 'Dead Fury', 'Altered', 'Freeze Me']"
The Island at the Top of the World,"[""King Solomon's Mines"", 'Mother Lode', 'Baby: Secret of the Lost Legend', 'Valhalla', 'Zardoz']"
The Last Seduction,"['F/X2', 'Body Heat', 'The Last Seduction II', 'Red Rock West', 'The Other Man']"
The Last Seduction II,"['The Last Seduction', 'A Summer Place', 'Cooking With Stella', 'The Other Man', 'Shadow of the Thin Man']"
Making Contact,"['Running Scared', 'I Love You to Death', 'The Eye 2', 'Money for Nothing', 'The Crime of Padre Amaro']"
New Waterford Girl,"['The Butterfly', 'Wildflowers', 'Mary and Max', 'Because of Winn-Dixie', 'The Year My Voice Broke']"
The Noah's Ark Principle,"['Solaris', 'Left Behind III: World at War', 'Babylon 5: The Gathering', 'The Day the Earth Stood Still', 'The Life and Death of Colonel Blimp']"
The Sword and the Sorcerer,"['Conan the Destroyer', 'Leprechaun 4: In Space', 'Missing in Action 2: The Beginning', 'Red Sonja', 'Firepower']"
Zulu,"['Zulu Dawn', 'Shooting War', 'Mountains of the Moon', 'The Red Badge of Courage', 'Taking Chance']"
Analyze That,"['Analyze This', 'Police Academy: Mission to Moscow', 'That Darn Cat', 'None But the Lonely Heart', 'The Muse']"
Empire,"['Force of Evil', 'The 10th Victim', 'Chance', 'WiseGirls', 'Bandits']"
Adaptation.,"['Capote', 'Being John Malkovich', 'The Last of Mrs. Cheyney', 'Dedication', 'I Always Wanted to Be a Gangster']"
Equilibrium,"['Tales of Terror', 'The Butterfly Effect 3: Revelations', 'Death Wish 4: The Crackdown', 'Mad Max', 'Virtuosity']"
My Kingdom,"['Shara', 'Greyfriars Bobby: The True Story of a Dog', 'The Crippled Masters', ""Snake in the Eagle's Shadow"", 'Unmistaken Child']"
It All Starts Today,"['OT: Our Town', 'Bigger Than the Sky', 'Rachel, Rachel', 'Once Upon a Time... When We Were Colored', 'Waterland']"
Medea,False
Scarlet Diva,"['Made in Heaven', 'The Heart is Deceitful Above All Things', 'Senso', 'Sex Is Comedy', 'The Stendhal Syndrome']"
Visitor Q,"['Shower', 'The Family Game', 'Sunflower', 'Martin (Hache)', 'Still Walking']"
Bolero: Dance of Life,"['Our Music', 'JLG/JLG: Self-Portrait in December', 'Lucie Aubrac', 'Breathless', 'Taxi 4']"
Urgh! A Music War,"['Calle 54', ""Punk's Not Dead"", 'Only the Strong Survive', 'The Filth and the Fury', 'Rock School']"
Vabank,"['Harry and Walter Go To New York', 'Metro', 'How to Rob a Bank', 'Take the Money and Run', 'Machine-Gun Kelly']"
Varning för Jönssonligan,"['Torque', 'Gun The Man Down', 'The Cimarron Kid', 'American Me', 'Not For, or Against (Quite the Contrary)']"
"Vernon, Florida","['Trekkies 2', 'Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.', 'The Thin Blue Line', 'Fahrenhype 9/11', 'Shadow Company']"
Escape to Victory,"['Von Richthofen and Brown', 'The Secret of Santa Vittoria', 'The Dirty Dozen: The Fatal Mission', 'Lifeboat', 'The Young Lions']"
Whose Life Is It Anyway?,"['The Seventh Veil', 'The Bridge of San Luis Rey', 'Brass Target', 'Fun', 'Just Another Love Story']"
Zoot Suit,"['The Wonderful Ice Cream Suit', 'Stay', 'Henry: Portrait of a Serial Killer', 'Equinox', 'Mala Noche']"
Alone in the Dark,False
Android,"['The Apartment', 'An Extremely Goofy Movie', 'Bent', 'The Guyver', 'The Revenge of Frankenstein']"
Ace of Aces,"['Bon voyage', 'Europa Europa', 'Bogus', 'The Teahouse of the August Moon', 'Simon Birch']"
Attack Force Z,"['Midway', 'The Fighting Sullivans', 'Rules of Engagement', 'Torpedo Run', 'Von Richthofen and Brown']"
Attila flagello di Dio,"['Three Ages', 'The Comedians of Comedy', 'Barbarian Queen', 'Mr. Robinson Crusoe', 'Ex Drummer']"
Author! Author!,"['Deathtrap', 'Enemies: A Love Story', 'Judy Berlin', 'A Foreign Affair', 'French Cancan']"
Barbarosa,"['The Man from Snowy River', ""Fathers' Day"", 'The Black Lapp', 'Shiloh', 'Butterflies Are Free']"
The Beast Within,"['Disaster Movie', 'Closet Land', 'Identification of a Woman', 'Container', 'Anguish']"
Best Friends,"['Dinner with Friends', 'All Over the Guy', 'I Think I Do', 'Edie & Pen', 'Semi-Tough']"
The Best Little Whorehouse in Texas,"['Blazing Saddles', 'Dead & Breakfast', 'Holy Man', 'Cannonball Run II', 'Six Pack']"
The Border,"['The Day I Became a Woman', 'Double Jeopardy', ""Prizzi's Honor"", 'Rabid Dogs', 'Monsieur Hire']"
The Party 2,"['The Party', 'A Little Romance', ""Say It Isn't So"", 'Masculin Féminin', 'The Pirate Movie']"
Brimstone & Treacle,"['Mrs Palfrey at The Claremont', 'The Visit', 'The Grass Harp', 'Possession', 'Storyville']"
Britannia Hospital,"['If....', 'O Lucky Man!', 'Day of the Dead 2: Contagium', 'Brimstone & Treacle', 'John Q']"
Burden of Dreams,"['My Best Fiend', 'The White Diamond', 'Grizzly Man', 'Werner Herzog Eats His Shoe', 'Wings of Hope']"
Cannery Row,"['Broadway Damage', 'Blue State', 'French Cancan', 'Just Love Me', 'Summer Catch']"
The Challenge,"['Shogun Assassin', 'Harakiri', 'Samurai Assassin', 'The Hunted', 'Samurai I: Musashi Miyamoto']"
Class of 1984,"['WiseGirls', 'The Substitute', 'Gloria', 'The Final', 'The Principal']"
"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean","['My New Gun', 'Sleepwalking', 'Cinemania', '35 Shots of Rum', 'Hurlyburly']"
Danton,"['Gay Purr-ee', 'The Battle of Algiers', 'The Scarlet Pimpernel', 'Orphans of the Storm', 'The Scarlet Pimpernel']"
Deathtrap,"['Rare Birds', 'Double Jeopardy', 'Street Smart', 'Mr. Brooks', 'Author! Author!']"
The Man Who Saves The World,"['The Wild Blue Yonder', 'When Worlds Collide', 'Journey to the Far Side of the Sun', 'Cocoon: The Return', 'Heart of a Dog']"
Eating Raoul,"['Scenes from the Class Struggle in Beverly Hills', 'Private Parts', 'Death Race 2000', 'Hollywood Boulevard', 'American Zombie']"
Drumline,"['French Cancan', 'The Love Letter', 'The Fantasticks', 'Unmade Beds', 'Duets']"
The Hot Chick,"[""Let's Scare Jessica to Death"", ""It's a Boy Girl Thing"", 'Teen Wolf', 'Attack the Gas Station!', 'Big Stan']"
Maid in Manhattan,"['Broken English', 'Just Love Me', 'Cyrus', 'Kal Ho Naa Ho', 'A Little Romance']"
Star Trek: Nemesis,"['Star Trek: Insurrection', 'Star Trek: Generations', 'Star Trek: First Contact', 'Star Trek IV: The Voyage Home', 'Star Trek III: The Search for Spock']"
About Schmidt,"['Tales of Terror', 'Leonard Part 6', 'Faces', 'The Scarlet Dove', 'Calendar']"
El Bola,"['Edges of the Lord', 'The Butterfly', 'The Year My Voice Broke', 'Wild Tigers I Have Known', 'Hideous Kinky']"
Evelyn,"[""Man's Job"", 'Ladybird Ladybird', 'Five Children and It', 'Rocket Gibraltar', 'The Others']"
The Guys,"[""11'09''01 - September 11"", 'The Lost Battalion', 'The Music of Chance', 'In Which We Serve', 'The Yes Men Fix the World']"
Intacto,"['Beautiful Joe', 'Franklyn', 'Brave New World', 'The Fantasticks', 'Mr. & Mrs. Smith']"
The Jimmy Show,"['It Runs in the Family', 'The Cookout', 'The Love Letter', 'Strictly Ballroom', 'Dummy']"
Morvern Callar,"['16 Years of Alcohol', ""Nobody's Fool"", 'Paradise Now', 'A Single Girl', 'Following']"
The Lord of the Rings: The Two Towers,"['The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring', 'The Lord of the Rings', 'Coronado', 'Mighty Morphin Power Rangers: The Movie']"
Devils on the Doorstep,"['Merry Christmas, Mr. Lawrence', 'Mean Machine', ""Some Mother's Son"", 'Punishment Park', 'Affinity']"
25th Hour,"['Summer of Sam', 'Chelsea Walls', 'The Cookout', 'Johns', 'Johnny Handsome']"
Antwone Fisher,"[""L'eclisse"", 'A Little Romance', 'Anna Christie', 'Happenstance', 'Bad Company']"
Gangs of New York,"['Eat a Bowl of Tea', 'I Stand Alone', 'The Age of Innocence', 'Manon of the Spring', 'Sonny']"
Two Weeks Notice,"[""I'm with Lucy"", 'Wendigo', 'The Ghost and Mrs. Muir', 'Maybe Baby', 'Immediate Family']"
The Wild Thornberrys Movie,"['Bee Season', 'The Jungle Book 2', 'Up', 'Madagascar', 'Donkey X']"
Narc,"['Hustle', 'Dead Ringer', 'Mystery Street', 'The Line', 'Secrets of the Heart']"
Bad Influence,"['Blood Trails', 'Halloween 4: The Return of Michael Myers', 'True Love', 'Party Monster: The Shockumentary', 'Halloween: The Curse of Michael Myers']"
Blue Steel,False
Body of Evidence,"['Homage', 'Asylum', 'When Strangers Appear', 'The Hi-Line', 'The Other Man']"
The Children's Hour,"['The Godless Girl', '2:37', 'Normal Adolescent Behavior', 'I Love You, I Love You Not', 'Wildflowers']"
Company Business,"['Ballistic: Ecks vs. Sever', 'The Sentinel', 'Face/Off', 'The Art of War II: Betrayal', 'Spies']"
The Duellists,"['Waterloo', 'Black and White in Color', 'Days of Glory', 'War and Peace', 'The Battle of Algiers']"
A Kiss Before Dying,False
Legend of the Lost,"['The Abominable Snowman', 'Coronado', ""King Solomon's Mines"", 'Gerry', 'The Spiders - The Golden Sea']"
Miami Blues,"['Diary of a Hitman', 'Off Limits', 'Boiler Room', 'Harsh Times', 'Heist']"
My Girl 2,"['My Girl', 'The Road Home', 'My Father the Hero', 'If a Man Answers', 'Daddy and Them']"
My Girl,"['My Girl 2', 'My Father the Hero', 'Alice Adams', 'The Man from Snowy River', 'Cría Cuervos']"
My Neighbor Totoro,"['Shiloh', 'I Never Sang for My Father', 'Brand Upon the Brain! A Remembrance in 12 Chapters', 'Little Women', 'Dinotopia']"
The Road to Hong Kong,"['Road to Singapore', 'The Spy Next Door', 'Hillbillys in a Haunted House', 'Road to Morocco', 'Road to Utopia']"
Running Time,"['Tough Guys', 'South Central', 'Beyond Re-Animator', 'Death in Brunswick', 'Is It College Yet?']"
The Thief of Bagdad,False
War and Peace,False
Where Sleeping Dogs Lie,"['The Unsuspected', 'The Death Kiss', 'Mr. Brooks', 'Lady on a Train', 'A Night to Remember']"
Where’s Poppa?,"['The Crime of Padre Amaro', 'Unmade Beds', 'Confessions of a Teenage Drama Queen', 'Nola', 'City Slickers']"
The Whistle Blower,"['The Russia House', 'Rules of Engagement', 'House of Fools', 'When the Wind Blows', 'The Ipcress File']"
Attack of the Crab Monsters,"['Heaven Knows, Mr. Allison', '5 Dolls for an August Moon', 'Growth', 'Matango: Attack of the Mushroom People', 'Mediterraneo']"
Black Christmas,False
The Day of the Triffids,"['Cube²: Hypercube', 'The Hills Have Eyes Part II', 'Thieves Like Us', 'The Signal', 'The Dark Hours']"
Esther Kahn,"['Yentl', 'Molokai: The Story of Father Damien', 'Ice Castles', 'Anna Karenina', 'The Pillow Book']"
Invaders from Mars,False
The Story of O,"['Every Man for Himself', 'Madame Bovary', 'Reflections in a Golden Eye', 'Those Who Love Me Can Take the Train', 'Breathless']"
Asoka,"['The Triumph of Love', 'I Could Never Be Your Woman', 'Under the Cherry Moon', 'Foreign Land', 'Kuch Kuch Hota Hai']"
Fat City,"['The Music of Chance', 'Down by Law', 'Mystic Pizza', 'Radio Inside', 'Wise Blood']"
"Love, Honour and Obey","['Final Cut', ""What Doesn't Kill You"", 'Rise of the Footsoldier', 'Beyond Hypothermia', 'SPL: Kill Zone']"
Quicksilver,"['Possible Loves', 'Mr. Destiny', 'Three Wishes', 'Traces of Red', 'Sidekicks']"
Catch Me If You Can,"['Breathless', 'Lucie Aubrac', 'A Very Long Engagement', 'The Wild Child', 'Those Who Love Me Can Take the Train']"
Pinocchio,False
Chicago,"['A Prairie Home Companion', 'Love Me Tender', ""We're No Angels"", 'Year of the Dog', 'Coonskin']"
The Hours,"['Possible Worlds', 'West', 'I Love You, I Love You Not', 'Carnal Knowledge', 'Falling in Love']"
Max,"['Cradle Will Rock', 'Poison Ivy II: Lily', 'House of Fools', 'The Architecture of Doom', 'Utamaro and His Five Women']"
Nicholas Nickleby,"['Young Black Stallion', 'Our Hospitality', 'The Visit', 'Mother', 'Gordy']"
The Pianist,"['House of Fools', 'Why We Fight: Prelude to War', 'Intervista', 'Soldier of Orange', 'Fires Were Started']"
Sonny,"['Clubland', 'Real Women Have Curves', 'City By The Sea', ""Arn: The Kingdom at Road's End"", 'Allegro']"
Champagne For Caesar,"['The Trigger Effect', 'Dawg', 'The Distinguished Gentleman', 'The Hi-Line', 'Baghead']"
Doppelganger,"['The Fourth Man', 'The Forgotten One', 'Beloved', 'Mr. Brooks', 'Goodbye Lover']"
Heavy Metal 2000,"['Dragonball Evolution', 'The Amazing Panda Adventure', 'Fly Me to the Moon', 'Mighty Morphin Power Rangers: The Movie', 'Heavy Metal']"
House on the Edge of the Park,"['In the Cut', 'Die! Die! My Darling!', 'Shock', 'The Hitcher', 'The Wedding Banquet']"
The King of Comedy,"['Taxi Driver', 'New York, New York', 'Mr. Saturday Night', 'Search and Destroy', 'After Hours']"
Love Liza,"['About Schmidt', 'My Wife Is an Actress', 'French Cancan', 'The Love Letter', 'Enemies: A Love Story']"
Confessions of a Dangerous Mind,"['Holy Man', 'Just Love Me', 'I Really Hate My Job', 'Finding Amanda', 'Leatherheads']"
Abraham's Valley,"['Selena', 'Never Forever', 'In Bed', 'Do You Remember Dolly Bell?', 'Voyage to the Beginning of the World']"
Blue Collar Comedy Tour: The Movie,"['Trekkies 2', 'Shadow Company', 'Life and Debt', 'Before Flying Back to Earth', 'David Cross: Let America Laugh']"
Just Married,"['Miami Rhapsody', 'Sabah', 'Must Love Dogs', 'Fall', 'Paradise']"
P.S. Your Cat Is Dead!,"['My Stepmother is an Alien', 'Farce of the Penguins', 'The Ref', 'Clubland', 'In Search of a Midnight Kiss']"
The Son,"['The Child', 'Color of Night', '13B: Fear Has a New Address', 'Dangerous Game', ""11'09''01 - September 11""]"
The City of Lost Souls,"['Black Rain', 'Dead or Alive', 'Into the Sun', 'Police Story 3: Supercop', 'The Yakuza']"
Double Whammy,"['Shades of Ray', 'Uptown Girls', 'Among Giants', 'The Alibi', 'Getting Even with Dad']"
WiseGirls,"['Noise', 'The City', 'The Waiting Game', 'Laws of Attraction', 'Across 110th Street']"
A Guy Thing,"[""Can't Hardly Wait"", 'In Search of a Midnight Kiss', 'Date With an Angel', 'The Miracle of Morgan’s Creek', 'How to Murder Your Wife']"
Kangaroo Jack,"['City Slickers', 'Martin Lawrence: You So Crazy', 'Midnight Run', 'The Ice Harvest', 'Gerry']"
National Security,"['The Maiden Heist', 'Lethal Weapon 2', 'The Wrong Guy', 'Tainted', 'Triggermen']"
Big Shot's Funeral,"['Don', 'Butterflies Are Free', 'Go for Zucker', 'Cut', 'The Teahouse of the August Moon']"
City of God,"['Possible Loves', 'Salaam Bombay!', 'For Sale', 'New York', 'Mr. Untouchable']"
Kira's Reason: A Love Story,"['Dark Horse', 'Another You', 'Shoot the Moon', 'Changing Times', 'Brainstorm']"
Above Suspicion,"['Possession', 'Heart of the Dragon', 'Doing Time on Maple Drive', 'Radio Flyer', 'Brother']"
Alice Adams,"['Sunflower', 'I Never Sang for My Father', 'Alice in the Cities', 'Linha de Passe', 'Farewell, Home Sweet Home']"
The American Friend,"[""Ripley's Game"", 'Purple Noon', 'The Hi-Line', 'Black Rainbow', 'Pistol Opera']"
American Me,"['The Boxer', 'South Central', 'Tap', 'Everything Relative', 'Hideous Kinky']"
Band of Outsiders,"['A Woman Is a Woman', 'Breathless', 'Vivre Sa Vie', 'Pierrot le Fou', 'Our Music']"
Breaking Up,"['Sweet Hearts Dance', 'Efectos secundarios', ""Valentine's Day"", 'A Summer Place', 'Sex and Breakfast']"
CB4,"['The Five Heartbeats', 'Rock School', 'Into the Woods', 'Heavy Metal in Baghdad', 'Only the Strong Survive']"
The Deathmaker,"['Good Morning', 'The Man from Earth', 'Manslaughter', 'The Cowboys', 'Thirteen Conversations About One Thing']"
Dogfight,"['Angel on My Shoulder', 'Making the Grade', 'Eddie Murphy: Delirious', 'Hideous Kinky', ""She's So Lovely""]"
"Easy Come, Easy Go","['Spinout', 'I Really Hate My Job', 'Seven Waves Away', 'Born to Dance', 'French Cancan']"
Fun in Acapulco,"['Redbelt', 'Mike Bassett: England Manager', 'Black Sheep', 'F/X2', 'Breaking In']"
Girls! Girls! Girls!,"['Double Trouble', 'Bar Girls', 'Fanny', ""The Courtship of Eddie's Father"", 'The Fantasticks']"
Imitation of Life,False
A Little Romance,"['Happenstance', ""L'eclisse"", ""Say It Isn't So"", 'La Ronde', 'Now or Never']"
Mystery Date,"['Born to the West', 'The Pallbearer', ""Tom, Tom, the Piper's Son"", 'Tom and Huck', 'Striking Distance']"
"Paradise, Hawaiian Style","['The Fantasticks', 'Age of Consent', 'A Summer Place', 'The Boys from County Clare', 'Four Last Songs']"
Pépé le Moko,"['Algiers', 'Jules and Jim', 'The Blackbird', 'Port of Shadows', 'Against All Odds']"
Secret Admirer,"['Teen Wolf', 'Tammy and the T-Rex', 'True Love', 'The Substitute', 'All About Lily Chou-Chou']"
Summer Lovers,"['True Love', 'Life With Mikey', 'Blue Week', 'Parting Glances', 'Halloween 4: The Return of Michael Myers']"
Tune in Tomorrow...,"['A Song for Martin', 'Track 29', 'Hollow Reed', 'Martin Lawrence: You So Crazy', 'The Return of Martin Guerre']"
The Woman in Red,"['Katie Tippel', ""L'eclisse"", 'Indiscretion of an American Wife', 'Bread and Tulips', 'If You Only Knew']"
Darkness Falls,"['The Grudge', 'OT: Our Town', 'Behind the Mask: The Rise of Leslie Vernon', 'The Fog', 'The Forgotten One']"
Amen.,"['The Sun', 'The Wonderful, Horrible Life of Leni Riefenstahl', 'Rome, Open City', 'Watch on the Rhine', 'Why We Fight: Prelude to War']"
Blind Spot: Hitler's Secretary,"['The Architecture of Doom', 'The Children of Leningradsky', 'Hideous Kinky', 'Why We Fight: The Battle of Russia', 'The Empty Mirror']"
In the Mirror of Maya Deren,"['Trekkies 2', '28 Up', 'Fahrenhype 9/11', 'A Brief History of Time', 'We Live in Public']"
Blind Date,False
Bullet,"['South Central', 'An Innocent Man', 'The Real McCoy', 'Lock Up', 'Super Fly']"
Claudine,"['The Amazing Quest of Ernest Bliss', 'Dedication', 'Moscow Does Not Believe in Tears', 'Max Dugan Returns', 'Alfie']"
Dead Reckoning,"['Gilda', 'Ghost Rider', 'Hells Angels on Wheels', 'Haunted Castle', ""My Boyfriend's Back""]"
The Devil at 4 O'Clock,"['When Time Ran Out...', 'Heaven Knows, Mr. Allison', 'The Amazing Panda Adventure', 'Nowhere to Run', 'Mysterious Island']"
